case_id,part_id,part_type,line,activity,area,resource,timestamp,duration_minutes
WO-0296,PART-7003,Rotor,Line-C,Quality Check,QC,QA-02,2024-06-14 12:53:00,57
WO-0251,PART-8917,Rotor,Line-A,Shipment,SHIP,Dock-01,2024-06-14 12:55:00,0
WO-0254,PART-6617,Valve Body,Line-A,Cutting,CUT,Laser-02,2024-06-14 13:14:00,51
WO-0163,PART-3611,Valve Body,Line-B,Surface Prep,PREP,Prep-01,2024-06-14 13:25:00,15
WO-0163,PART-3611,Valve Body,Line-B,Assembly,ASM,Cell-01,2024-06-14 13:57:00,102
WO-0296,PART-7003,Rotor,Line-C,Packaging,PKG,Pack-02,2024-06-14 14:14:00,12
WO-0051,PART-9984,Rotor,Line-B,Cutting,CUT,Laser-02,2024-06-14 14:15:00,58
WO-0026,PART-7498,Pump Housing,Line-A,Surface Prep,PREP,Prep-01,2024-06-14 14:16:00,40
WO-0254,PART-6617,Valve Body,Line-A,CNC Machining,CNC,CNC-19,2024-06-14 14:19:00,60
WO-0296,PART-7003,Rotor,Line-C,Shipment,SHIP,Dock-01,2024-06-14 14:43:00,0
WO-0026,PART-7498,Pump Housing,Line-A,Assembly,ASM,Cell-02,2024-06-14 15:09:00,108
WO-0051,PART-9984,Rotor,Line-B,CNC Machining,CNC,CNC-12,2024-06-14 15:18:00,119
WO-0254,PART-6617,Valve Body,Line-A,Surface Prep,PREP,Prep-01,2024-06-14 15:35:00,38
WO-0163,PART-3611,Valve Body,Line-B,Quality Check,QC,QA-02,2024-06-14 15:54:00,48
WO-0254,PART-6617,Valve Body,Line-A,Assembly,ASM,Cell-04,2024-06-14 16:21:00,113
WO-0163,PART-3611,Valve Body,Line-B,Packaging,PKG,Pack-02,2024-06-14 16:46:00,18
WO-0081,PART-6990,Pump Housing,Line-A,Cutting,CUT,Laser-01,2024-06-14 17:01:00,22
WO-0026,PART-7498,Pump Housing,Line-A,Quality Check,QC,QA-02,2024-06-14 17:20:00,43
WO-0108,PART-3230,Rotor,Line-B,Cutting,CUT,Laser-01,2024-06-14 17:26:00,40
WO-0081,PART-6990,Pump Housing,Line-A,CNC Machining,CNC,CNC-15,2024-06-14 17:29:00,72
WO-0051,PART-9984,Rotor,Line-B,Surface Prep,PREP,Prep-01,2024-06-14 17:39:00,35
WO-0184,PART-6653,Manifold,Line-B,Cutting,CUT,Laser-01,2024-06-14 17:58:00,48
WO-0108,PART-3230,Rotor,Line-B,CNC Machining,CNC,CNC-15,2024-06-14 18:20:00,70
WO-0026,PART-7498,Pump Housing,Line-A,Packaging,PKG,Pack-02,2024-06-14 18:21:00,30
WO-0163,PART-3611,Valve Body,Line-B,Shipment,SHIP,Dock-01,2024-06-14 18:23:00,0
WO-0254,PART-6617,Valve Body,Line-A,Quality Check,QC,QA-05,2024-06-14 18:27:00,23
WO-0051,PART-9984,Rotor,Line-B,Assembly,ASM,Cell-01,2024-06-14 18:29:00,97
WO-0239,PART-9753,Pump Housing,Line-C,Cutting,CUT,Laser-02,2024-06-14 18:47:00,39
WO-0254,PART-6617,Valve Body,Line-A,Packaging,PKG,Pack-01,2024-06-14 18:55:00,11
WO-0184,PART-6653,Manifold,Line-B,CNC Machining,CNC,CNC-19,2024-06-14 18:55:00,39
WO-0081,PART-6990,Pump Housing,Line-A,Surface Prep,PREP,Prep-01,2024-06-14 18:59:00,29
WO-0081,PART-6990,Pump Housing,Line-A,Assembly,ASM,Cell-01,2024-06-14 19:49:00,105
WO-0239,PART-9753,Pump Housing,Line-C,CNC Machining,CNC,CNC-15,2024-06-14 19:50:00,34
WO-0108,PART-3230,Rotor,Line-B,Surface Prep,PREP,Prep-03,2024-06-14 19:55:00,37
WO-0184,PART-6653,Manifold,Line-B,Surface Prep,PREP,Prep-01,2024-06-14 19:56:00,23
WO-0026,PART-7498,Pump Housing,Line-A,Shipment,SHIP,Dock-01,2024-06-14 20:05:00,0
WO-0254,PART-6617,Valve Body,Line-A,Shipment,SHIP,Dock-01,2024-06-14 20:10:00,0
WO-0152,PART-1138,Pump Housing,Line-B,Cutting,CUT,Laser-02,2024-06-14 20:14:00,37
WO-0051,PART-9984,Rotor,Line-B,Quality Check,QC,QA-05,2024-06-14 20:21:00,41
WO-0184,PART-6653,Manifold,Line-B,Assembly,ASM,Cell-01,2024-06-14 20:25:00,63
WO-0127,PART-2900,Manifold,Line-C,Cutting,CUT,Laser-01,2024-06-14 20:30:00,31
WO-0239,PART-9753,Pump Housing,Line-C,Surface Prep,PREP,Prep-03,2024-06-14 20:39:00,17
WO-0108,PART-3230,Rotor,Line-B,Assembly,ASM,Cell-01,2024-06-14 20:52:00,140
WO-0061,PART-8199,Bracket,Line-C,Cutting,CUT,Laser-02,2024-06-14 21:02:00,38
WO-0127,PART-2900,Manifold,Line-C,CNC Machining,CNC,CNC-12,2024-06-14 21:03:00,120
WO-0152,PART-1138,Pump Housing,Line-B,CNC Machining,CNC,CNC-15,2024-06-14 21:05:00,74
WO-0239,PART-9753,Pump Housing,Line-C,Assembly,ASM,Cell-02,2024-06-14 21:05:00,87
WO-0051,PART-9984,Rotor,Line-B,Packaging,PKG,Pack-01,2024-06-14 21:16:00,23
WO-0184,PART-6653,Manifold,Line-B,Assembly Rework,ASM,Cell-04,2024-06-14 21:41:00,63
WO-0081,PART-6990,Pump Housing,Line-A,Quality Check,QC,QA-05,2024-06-14 21:46:00,59
WO-0061,PART-8199,Bracket,Line-C,CNC Machining,CNC,CNC-19,2024-06-14 21:55:00,73
WO-0152,PART-1138,Pump Housing,Line-B,Surface Prep,PREP,Prep-03,2024-06-14 22:29:00,21
WO-0051,PART-9984,Rotor,Line-B,Shipment,SHIP,Dock-01,2024-06-14 22:33:00,0
WO-0239,PART-9753,Pump Housing,Line-C,Quality Check,QC,QA-05,2024-06-14 22:43:00,33
WO-0184,PART-6653,Manifold,Line-B,Quality Check,QC,QA-05,2024-06-14 22:49:00,34
WO-0081,PART-6990,Pump Housing,Line-A,Packaging,PKG,Pack-02,2024-06-14 22:52:00,22
WO-0152,PART-1138,Pump Housing,Line-B,Assembly,ASM,Cell-04,2024-06-14 23:01:00,126
WO-0239,PART-9753,Pump Housing,Line-C,Packaging,PKG,Pack-02,2024-06-14 23:23:00,13
WO-0108,PART-3230,Rotor,Line-B,Quality Check,QC,QA-05,2024-06-14 23:24:00,44
WO-0127,PART-2900,Manifold,Line-C,Surface Prep,PREP,Prep-01,2024-06-14 23:27:00,15
WO-0061,PART-8199,Bracket,Line-C,Surface Prep,PREP,Prep-03,2024-06-14 23:29:00,16
WO-0184,PART-6653,Manifold,Line-B,Packaging,PKG,Pack-02,2024-06-14 23:35:00,13
WO-0187,PART-2577,Pump Housing,Line-B,Cutting,CUT,Laser-01,2024-06-14 23:44:00,54
WO-0061,PART-8199,Bracket,Line-C,Assembly,ASM,Cell-01,2024-06-14 23:49:00,82
WO-0127,PART-2900,Manifold,Line-C,Assembly,ASM,Cell-04,2024-06-14 23:59:00,84
WO-0239,PART-9753,Pump Housing,Line-C,Shipment,SHIP,Dock-01,2024-06-15 00:00:00,0
WO-0108,PART-3230,Rotor,Line-B,Packaging,PKG,Pack-01,2024-06-15 00:22:00,21
WO-0187,PART-2577,Pump Housing,Line-B,CNC Machining,CNC,CNC-19,2024-06-15 00:42:00,91
WO-0184,PART-6653,Manifold,Line-B,Shipment,SHIP,Dock-01,2024-06-15 00:47:00,0
WO-0081,PART-6990,Pump Housing,Line-A,Shipment,SHIP,Dock-01,2024-06-15 00:49:00,0
WO-0136,PART-1567,Bracket,Line-C,Cutting,CUT,Laser-02,2024-06-15 00:57:00,46
WO-0152,PART-1138,Pump Housing,Line-B,Quality Check,QC,QA-02,2024-06-15 01:28:00,45
WO-0061,PART-8199,Bracket,Line-C,Assembly Rework,ASM,Cell-02,2024-06-15 01:30:00,68
WO-0127,PART-2900,Manifold,Line-C,Assembly Rework,ASM,Cell-04,2024-06-15 01:41:00,75
WO-0136,PART-1567,Bracket,Line-C,CNC Machining,CNC,CNC-15,2024-06-15 01:46:00,41
WO-0152,PART-1138,Pump Housing,Line-B,Packaging,PKG,Pack-02,2024-06-15 02:15:00,26
WO-0187,PART-2577,Pump Housing,Line-B,Surface Prep,PREP,Prep-01,2024-06-15 02:19:00,43
WO-0108,PART-3230,Rotor,Line-B,Shipment,SHIP,Dock-01,2024-06-15 02:22:00,0
WO-0136,PART-1567,Bracket,Line-C,Surface Prep,PREP,Prep-03,2024-06-15 02:41:00,19
WO-0061,PART-8199,Bracket,Line-C,Quality Check,QC,QA-02,2024-06-15 02:49:00,36
WO-0127,PART-2900,Manifold,Line-C,Quality Check,QC,QA-05,2024-06-15 03:06:00,30
WO-0136,PART-1567,Bracket,Line-C,Assembly,ASM,Cell-04,2024-06-15 03:08:00,122
WO-0222,PART-2841,Valve Body,Line-A,Cutting,CUT,Laser-01,2024-06-15 03:09:00,38
WO-0187,PART-2577,Pump Housing,Line-B,Assembly,ASM,Cell-02,2024-06-15 03:25:00,123
WO-0061,PART-8199,Bracket,Line-C,Packaging,PKG,Pack-01,2024-06-15 03:37:00,12
WO-0127,PART-2900,Manifold,Line-C,Packaging,PKG,Pack-01,2024-06-15 03:42:00,18
WO-0222,PART-2841,Valve Body,Line-A,CNC Machining,CNC,CNC-12,2024-06-15 03:59:00,118
WO-0152,PART-1138,Pump Housing,Line-B,Shipment,SHIP,Dock-01,2024-06-15 04:27:00,0
WO-0061,PART-8199,Bracket,Line-C,Shipment,SHIP,Dock-01,2024-06-15 05:02:00,0
WO-0127,PART-2900,Manifold,Line-C,Shipment,SHIP,Dock-01,2024-06-15 05:06:00,0
WO-0136,PART-1567,Bracket,Line-C,Assembly Rework,ASM,Cell-04,2024-06-15 05:19:00,65
WO-0187,PART-2577,Pump Housing,Line-B,Quality Check,QC,QA-05,2024-06-15 05:46:00,46
WO-0222,PART-2841,Valve Body,Line-A,Surface Prep,PREP,Prep-03,2024-06-15 06:08:00,29
WO-0136,PART-1567,Bracket,Line-C,Quality Check,QC,QA-05,2024-06-15 06:26:00,44
WO-0187,PART-2577,Pump Housing,Line-B,Packaging,PKG,Pack-02,2024-06-15 06:35:00,26
WO-0222,PART-2841,Valve Body,Line-A,Assembly,ASM,Cell-01,2024-06-15 06:39:00,82
WO-0136,PART-1567,Bracket,Line-C,Packaging,PKG,Pack-02,2024-06-15 07:27:00,27
WO-0243,PART-3932,Bracket,Line-C,Cutting,CUT,Laser-02,2024-06-15 07:46:00,59
WO-0187,PART-2577,Pump Housing,Line-B,Shipment,SHIP,Dock-01,2024-06-15 08:21:00,0
WO-0222,PART-2841,Valve Body,Line-A,Quality Check,QC,QA-02,2024-06-15 08:26:00,54
WO-0243,PART-3932,Bracket,Line-C,CNC Machining,CNC,CNC-12,2024-06-15 08:56:00,72
WO-0136,PART-1567,Bracket,Line-C,Shipment,SHIP,Dock-01,2024-06-15 09:21:00,0
WO-0222,PART-2841,Valve Body,Line-A,Packaging,PKG,Pack-02,2024-06-15 09:28:00,27
WO-0054,PART-2140,Pump Housing,Line-C,Cutting,CUT,Laser-01,2024-06-15 09:47:00,53
WO-0243,PART-3932,Bracket,Line-C,Surface Prep,PREP,Prep-01,2024-06-15 10:32:00,39
WO-0222,PART-2841,Valve Body,Line-A,Shipment,SHIP,Dock-01,2024-06-15 10:42:00,0
WO-0054,PART-2140,Pump Housing,Line-C,CNC Machining,CNC,CNC-15,2024-06-15 10:54:00,83
WO-0059,PART-8354,Bracket,Line-C,Cutting,CUT,Laser-02,2024-06-15 10:57:00,60
WO-0027,PART-2729,Manifold,Line-B,Cutting,CUT,Laser-02,2024-06-15 11:06:00,29
WO-0191,PART-1852,Pump Housing,Line-B,Cutting,CUT,Laser-02,2024-06-15 11:16:00,29
WO-0131,PART-4817,Bracket,Line-B,Cutting,CUT,Laser-01,2024-06-15 11:18:00,41
WO-0243,PART-3932,Bracket,Line-C,Assembly,ASM,Cell-01,2024-06-15 11:27:00,112
WO-0027,PART-2729,Manifold,Line-B,CNC Machining,CNC,CNC-19,2024-06-15 11:42:00,96
WO-0059,PART-8354,Bracket,Line-C,CNC Machining,CNC,CNC-12,2024-06-15 12:03:00,86
WO-0191,PART-1852,Pump Housing,Line-B,CNC Machining,CNC,CNC-12,2024-06-15 12:06:00,85
WO-0166,PART-2489,Bracket,Line-C,Cutting,CUT,Laser-02,2024-06-15 12:10:00,33
WO-0131,PART-4817,Bracket,Line-B,CNC Machining,CNC,CNC-19,2024-06-15 12:22:00,78
WO-0054,PART-2140,Pump Housing,Line-C,Surface Prep,PREP,Prep-03,2024-06-15 12:29:00,20
WO-0209,PART-3001,Rotor,Line-B,Cutting,CUT,Laser-01,2024-06-15 12:43:00,23
WO-0166,PART-2489,Bracket,Line-C,CNC Machining,CNC,CNC-12,2024-06-15 12:55:00,76
WO-0054,PART-2140,Pump Housing,Line-C,Assembly,ASM,Cell-02,2024-06-15 13:00:00,132
WO-0114,PART-5298,Manifold,Line-C,Cutting,CUT,Laser-01,2024-06-15 13:02:00,45
WO-0209,PART-3001,Rotor,Line-B,CNC Machining,CNC,CNC-19,2024-06-15 13:11:00,60
WO-0204,PART-8126,Bracket,Line-C,Cutting,CUT,Laser-01,2024-06-15 13:16:00,50
WO-0243,PART-3932,Bracket,Line-C,Quality Check,QC,QA-02,2024-06-15 13:23:00,49
WO-0027,PART-2729,Manifold,Line-B,Surface Prep,PREP,Prep-03,2024-06-15 13:28:00,34
WO-0191,PART-1852,Pump Housing,Line-B,Surface Prep,PREP,Prep-01,2024-06-15 13:35:00,23
WO-0059,PART-8354,Bracket,Line-C,Surface Prep,PREP,Prep-03,2024-06-15 13:46:00,29
WO-0283,PART-3523,Rotor,Line-B,Cutting,CUT,Laser-02,2024-06-15 13:49:00,38
WO-0126,PART-7939,Manifold,Line-A,Cutting,CUT,Laser-01,2024-06-15 13:49:00,37
WO-0114,PART-5298,Manifold,Line-C,CNC Machining,CNC,CNC-15,2024-06-15 14:00:00,75
WO-0131,PART-4817,Bracket,Line-B,Surface Prep,PREP,Prep-01,2024-06-15 14:05:00,24
WO-0204,PART-8126,Bracket,Line-C,CNC Machining,CNC,CNC-15,2024-06-15 14:10:00,86
WO-0191,PART-1852,Pump Housing,Line-B,Assembly,ASM,Cell-04,2024-06-15 14:11:00,50
WO-0027,PART-2729,Manifold,Line-B,Assembly,ASM,Cell-04,2024-06-15 14:18:00,95
WO-0166,PART-2489,Bracket,Line-C,Surface Prep,PREP,Prep-03,2024-06-15 14:20:00,42
WO-0123,PART-3246,Manifold,Line-A,Cutting,CUT,Laser-01,2024-06-15 14:23:00,53
WO-0059,PART-8354,Bracket,Line-C,Assembly,ASM,Cell-01,2024-06-15 14:25:00,115
WO-0209,PART-3001,Rotor,Line-B,Surface Prep,PREP,Prep-01,2024-06-15 14:26:00,25
WO-0243,PART-3932,Bracket,Line-C,Packaging,PKG,Pack-02,2024-06-15 14:28:00,19
WO-0283,PART-3523,Rotor,Line-B,CNC Machining,CNC,CNC-19,2024-06-15 14:34:00,92
WO-0126,PART-7939,Manifold,Line-A,CNC Machining,CNC,CNC-19,2024-06-15 14:37:00,40
WO-0131,PART-4817,Bracket,Line-B,Assembly,ASM,Cell-01,2024-06-15 14:37:00,107
WO-0209,PART-3001,Rotor,Line-B,Assembly,ASM,Cell-02,2024-06-15 14:58:00,141
WO-0191,PART-1852,Pump Housing,Line-B,Assembly Rework,ASM,Cell-02,2024-06-15 15:04:00,71
WO-0166,PART-2489,Bracket,Line-C,Assembly,ASM,Cell-04,2024-06-15 15:14:00,111
WO-0126,PART-7939,Manifold,Line-A,Surface Prep,PREP,Prep-01,2024-06-15 15:25:00,40
WO-0054,PART-2140,Pump Housing,Line-C,Quality Check,QC,QA-02,2024-06-15 15:32:00,58
WO-0114,PART-5298,Manifold,Line-C,Surface Prep,PREP,Prep-03,2024-06-15 15:36:00,20
WO-0123,PART-3246,Manifold,Line-A,CNC Machining,CNC,CNC-12,2024-06-15 15:37:00,113
WO-0243,PART-3932,Bracket,Line-C,Shipment,SHIP,Dock-01,2024-06-15 15:42:00,0
WO-0204,PART-8126,Bracket,Line-C,Surface Prep,PREP,Prep-03,2024-06-15 15:49:00,28
WO-0027,PART-2729,Manifold,Line-B,Quality Check,QC,QA-05,2024-06-15 16:13:00,37
WO-0114,PART-5298,Manifold,Line-C,Assembly,ASM,Cell-01,2024-06-15 16:17:00,115
WO-0204,PART-8126,Bracket,Line-C,Assembly,ASM,Cell-01,2024-06-15 16:23:00,78
WO-0126,PART-7939,Manifold,Line-A,Assembly,ASM,Cell-02,2024-06-15 16:24:00,81
WO-0283,PART-3523,Rotor,Line-B,Surface Prep,PREP,Prep-01,2024-06-15 16:28:00,22
WO-0191,PART-1852,Pump Housing,Line-B,Quality Check,QC,QA-05,2024-06-15 16:29:00,59
WO-0059,PART-8354,Bracket,Line-C,Quality Check,QC,QA-02,2024-06-15 16:33:00,52
WO-0054,PART-2140,Pump Housing,Line-C,Packaging,PKG,Pack-01,2024-06-15 16:33:00,14
WO-0131,PART-4817,Bracket,Line-B,Quality Check,QC,QA-02,2024-06-15 16:39:00,51
WO-0283,PART-3523,Rotor,Line-B,Assembly,ASM,Cell-02,2024-06-15 16:55:00,137
WO-0027,PART-2729,Manifold,Line-B,Packaging,PKG,Pack-02,2024-06-15 16:59:00,12
WO-0054,PART-2140,Pump Housing,Line-C,Manual Repair,ASM,Cell-04,2024-06-15 17:08:00,36
WO-0166,PART-2489,Bracket,Line-C,Assembly Rework,ASM,Cell-04,2024-06-15 17:26:00,55
WO-0131,PART-4817,Bracket,Line-B,Packaging,PKG,Pack-01,2024-06-15 17:36:00,18
WO-0059,PART-8354,Bracket,Line-C,Packaging,PKG,Pack-02,2024-06-15 17:36:00,24
WO-0209,PART-3001,Rotor,Line-B,Assembly Rework,ASM,Cell-02,2024-06-15 17:39:00,32
WO-0204,PART-8126,Bracket,Line-C,Quality Check,QC,QA-02,2024-06-15 17:43:00,53
WO-0123,PART-3246,Manifold,Line-A,Surface Prep,PREP,Prep-01,2024-06-15 17:46:00,26
WO-0191,PART-1852,Pump Housing,Line-B,Packaging,PKG,Pack-01,2024-06-15 17:52:00,29
WO-0059,PART-8354,Bracket,Line-C,Material Hold,HOLD,Planner,2024-06-15 18:03:00,266
WO-0126,PART-7939,Manifold,Line-A,Quality Check,QC,QA-02,2024-06-15 18:05:00,60
WO-0209,PART-3001,Rotor,Line-B,Quality Check,QC,QA-02,2024-06-15 18:20:00,20
WO-0191,PART-1852,Pump Housing,Line-B,Manual Repair,ASM,Cell-02,2024-06-15 18:28:00,111
WO-0123,PART-3246,Manifold,Line-A,Assembly,ASM,Cell-01,2024-06-15 18:34:00,135
WO-0114,PART-5298,Manifold,Line-C,Assembly Rework,ASM,Cell-02,2024-06-15 18:35:00,33
WO-0027,PART-2729,Manifold,Line-B,Shipment,SHIP,Dock-01,2024-06-15 18:36:00,0
WO-0166,PART-2489,Bracket,Line-C,Quality Check,QC,QA-05,2024-06-15 18:44:00,43
WO-0204,PART-8126,Bracket,Line-C,Packaging,PKG,Pack-02,2024-06-15 18:49:00,19
WO-0054,PART-2140,Pump Housing,Line-C,Shipment,SHIP,Dock-01,2024-06-15 18:52:00,0
WO-0209,PART-3001,Rotor,Line-B,Packaging,PKG,Pack-01,2024-06-15 19:00:00,25
WO-0114,PART-5298,Manifold,Line-C,Quality Check,QC,QA-05,2024-06-15 19:13:00,35
WO-0131,PART-4817,Bracket,Line-B,Shipment,SHIP,Dock-01,2024-06-15 19:13:00,0
WO-0126,PART-7939,Manifold,Line-A,Packaging,PKG,Pack-01,2024-06-15 19:16:00,23
WO-0204,PART-8126,Bracket,Line-C,Material Hold,HOLD,Planner,2024-06-15 19:27:00,371
WO-0283,PART-3523,Rotor,Line-B,Quality Check,QC,QA-05,2024-06-15 19:29:00,24
WO-0166,PART-2489,Bracket,Line-C,Packaging,PKG,Pack-01,2024-06-15 19:32:00,13
WO-0114,PART-5298,Manifold,Line-C,Packaging,PKG,Pack-02,2024-06-15 19:53:00,15
WO-0283,PART-3523,Rotor,Line-B,Packaging,PKG,Pack-02,2024-06-15 20:13:00,25
WO-0209,PART-3001,Rotor,Line-B,Shipment,SHIP,Dock-01,2024-06-15 20:19:00,0
WO-0166,PART-2489,Bracket,Line-C,Shipment,SHIP,Dock-01,2024-06-15 20:34:00,0
WO-0191,PART-1852,Pump Housing,Line-B,Material Hold,HOLD,Planner,2024-06-15 20:35:00,456
WO-0126,PART-7939,Manifold,Line-A,Shipment,SHIP,Dock-01,2024-06-15 20:47:00,0
WO-0263,PART-1604,Pump Housing,Line-B,Cutting,CUT,Laser-01,2024-06-15 21:04:00,59
WO-0123,PART-3246,Manifold,Line-A,Quality Check,QC,QA-05,2024-06-15 21:04:00,59
WO-0114,PART-5298,Manifold,Line-C,Shipment,SHIP,Dock-01,2024-06-15 21:31:00,0
WO-0148,PART-7732,Rotor,Line-B,Cutting,CUT,Laser-01,2024-06-15 21:36:00,22
WO-0283,PART-3523,Rotor,Line-B,Shipment,SHIP,Dock-01,2024-06-15 21:58:00,0
WO-0148,PART-7732,Rotor,Line-B,CNC Machining,CNC,CNC-12,2024-06-15 22:08:00,81
WO-0123,PART-3246,Manifold,Line-A,Packaging,PKG,Pack-01,2024-06-15 22:11:00,12
WO-0263,PART-1604,Pump Housing,Line-B,CNC Machining,CNC,CNC-19,2024-06-15 22:12:00,119
WO-0123,PART-3246,Manifold,Line-A,Manual Repair,ASM,Cell-04,2024-06-15 22:29:00,45
WO-0059,PART-8354,Bracket,Line-C,Shipment,SHIP,Dock-01,2024-06-15 22:48:00,0
WO-0213,PART-2809,Valve Body,Line-C,Cutting,CUT,Laser-01,2024-06-15 23:50:00,28
WO-0148,PART-7732,Rotor,Line-B,Surface Prep,PREP,Prep-03,2024-06-15 23:50:00,34
WO-0263,PART-1604,Pump Housing,Line-B,Surface Prep,PREP,Prep-01,2024-06-16 00:17:00,15
WO-0213,PART-2809,Valve Body,Line-C,CNC Machining,CNC,CNC-12,2024-06-16 00:21:00,55
WO-0148,PART-7732,Rotor,Line-B,Assembly,ASM,Cell-02,2024-06-16 00:27:00,90
WO-0123,PART-3246,Manifold,Line-A,Shipment,SHIP,Dock-01,2024-06-16 00:43:00,0
WO-0263,PART-1604,Pump Housing,Line-B,Assembly,ASM,Cell-02,2024-06-16 00:54:00,46
WO-0234,PART-3643,Rotor,Line-C,Cutting,CUT,Laser-01,2024-06-16 00:57:00,55
WO-0160,PART-1152,Rotor,Line-B,Cutting,CUT,Laser-01,2024-06-16 01:21:00,59
WO-0213,PART-2809,Valve Body,Line-C,Surface Prep,PREP,Prep-01,2024-06-16 01:33:00,21
WO-0263,PART-1604,Pump Housing,Line-B,Assembly Rework,ASM,Cell-04,2024-06-16 01:45:00,54
WO-0213,PART-2809,Valve Body,Line-C,Assembly,ASM,Cell-04,2024-06-16 01:57:00,113
WO-0234,PART-3643,Rotor,Line-C,CNC Machining,CNC,CNC-15,2024-06-16 02:08:00,104
WO-0162,PART-1751,Valve Body,Line-A,Cutting,CUT,Laser-02,2024-06-16 02:16:00,48
WO-0174,PART-6724,Pump Housing,Line-A,Cutting,CUT,Laser-02,2024-06-16 02:16:00,33
WO-0148,PART-7732,Rotor,Line-B,Quality Check,QC,QA-02,2024-06-16 02:21:00,35
WO-0223,PART-1301,Manifold,Line-C,Cutting,CUT,Laser-02,2024-06-16 02:22:00,23
WO-0160,PART-1152,Rotor,Line-B,CNC Machining,CNC,CNC-19,2024-06-16 02:35:00,43
WO-0263,PART-1604,Pump Housing,Line-B,Quality Check,QC,QA-02,2024-06-16 02:46:00,57
WO-0204,PART-8126,Bracket,Line-C,Shipment,SHIP,Dock-01,2024-06-16 02:49:00,0
WO-0223,PART-1301,Manifold,Line-C,CNC Machining,CNC,CNC-19,2024-06-16 02:53:00,119
WO-0174,PART-6724,Pump Housing,Line-A,CNC Machining,CNC,CNC-12,2024-06-16 03:08:00,113
WO-0148,PART-7732,Rotor,Line-B,Packaging,PKG,Pack-02,2024-06-16 03:21:00,25
WO-0162,PART-1751,Valve Body,Line-A,CNC Machining,CNC,CNC-15,2024-06-16 03:29:00,41
WO-0160,PART-1152,Rotor,Line-B,Surface Prep,PREP,Prep-01,2024-06-16 03:43:00,34
WO-0263,PART-1604,Pump Housing,Line-B,Packaging,PKG,Pack-02,2024-06-16 03:48:00,13
WO-0234,PART-3643,Rotor,Line-C,Surface Prep,PREP,Prep-03,2024-06-16 03:55:00,17
WO-0148,PART-7732,Rotor,Line-B,Material Hold,HOLD,Planner,2024-06-16 03:59:00,275
WO-0213,PART-2809,Valve Body,Line-C,Assembly Rework,ASM,Cell-02,2024-06-16 04:04:00,67
WO-0162,PART-1751,Valve Body,Line-A,Surface Prep,PREP,Prep-01,2024-06-16 04:22:00,20
WO-0234,PART-3643,Rotor,Line-C,Assembly,ASM,Cell-02,2024-06-16 04:24:00,87
WO-0160,PART-1152,Rotor,Line-B,Assembly,ASM,Cell-01,2024-06-16 04:28:00,54
WO-0162,PART-1751,Valve Body,Line-A,Assembly,ASM,Cell-02,2024-06-16 04:56:00,91
WO-0263,PART-1604,Pump Housing,Line-B,Shipment,SHIP,Dock-01,2024-06-16 05:00:00,0
WO-0223,PART-1301,Manifold,Line-C,Surface Prep,PREP,Prep-03,2024-06-16 05:02:00,16
WO-0174,PART-6724,Pump Housing,Line-A,Surface Prep,PREP,Prep-03,2024-06-16 05:06:00,36
WO-0191,PART-1852,Pump Housing,Line-B,Shipment,SHIP,Dock-01,2024-06-16 05:27:00,0
WO-0213,PART-2809,Valve Body,Line-C,Quality Check,QC,QA-05,2024-06-16 05:29:00,59
WO-0160,PART-1152,Rotor,Line-B,Assembly Rework,ASM,Cell-04,2024-06-16 05:39:00,37
WO-0223,PART-1301,Manifold,Line-C,Assembly,ASM,Cell-01,2024-06-16 05:40:00,41
WO-0012,PART-6183,Rotor,Line-A,Cutting,CUT,Laser-01,2024-06-16 05:45:00,45
WO-0234,PART-3643,Rotor,Line-C,Quality Check,QC,QA-02,2024-06-16 05:55:00,47
WO-0174,PART-6724,Pump Housing,Line-A,Assembly,ASM,Cell-04,2024-06-16 05:58:00,70
WO-0160,PART-1152,Rotor,Line-B,Quality Check,QC,QA-02,2024-06-16 06:24:00,36
WO-0213,PART-2809,Valve Body,Line-C,Packaging,PKG,Pack-01,2024-06-16 06:31:00,21
WO-0223,PART-1301,Manifold,Line-C,Quality Check,QC,QA-05,2024-06-16 06:35:00,37
WO-0162,PART-1751,Valve Body,Line-A,Quality Check,QC,QA-05,2024-06-16 06:37:00,44
WO-0234,PART-3643,Rotor,Line-C,Packaging,PKG,Pack-01,2024-06-16 06:53:00,25
WO-0012,PART-6183,Rotor,Line-A,CNC Machining,CNC,CNC-15,2024-06-16 06:53:00,112
WO-0160,PART-1152,Rotor,Line-B,Packaging,PKG,Pack-02,2024-06-16 07:13:00,23
WO-0223,PART-1301,Manifold,Line-C,Packaging,PKG,Pack-02,2024-06-16 07:17:00,10
WO-0213,PART-2809,Valve Body,Line-C,Shipment,SHIP,Dock-01,2024-06-16 07:24:00,0
WO-0174,PART-6724,Pump Housing,Line-A,Assembly Rework,ASM,Cell-01,2024-06-16 07:29:00,64
WO-0162,PART-1751,Valve Body,Line-A,Packaging,PKG,Pack-01,2024-06-16 07:36:00,30
WO-0160,PART-1152,Rotor,Line-B,Material Hold,HOLD,Planner,2024-06-16 07:43:00,374
WO-0234,PART-3643,Rotor,Line-C,Shipment,SHIP,Dock-01,2024-06-16 08:08:00,0
WO-0035,PART-1423,Valve Body,Line-A,Cutting,CUT,Laser-02,2024-06-16 08:15:00,21
WO-0162,PART-1751,Valve Body,Line-A,Shipment,SHIP,Dock-01,2024-06-16 08:28:00,0
